Year,Dist Name,Crop,AREA,NITROGEN_CONSUMOTION,PHOSPHATE_CONSUMPTION,POTASH_CONSUMPTION,RAINFALL_YEARLY,PRODUCTION,YIELD
1990,Uttara Kannada,SUGARCANE,2.04,108.21,68.49,216.64,3277.00,14.51,7112.75
1990,Uttara Kannada,COTTON,9.21,217.12,138.05,222.29,3277.00,2.20,238.87
1991,Uttara Kannada,RICE,85.52,2847.01,1433.97,2024.10,2765.00,146.47,1712.70
1991,Uttara Kannada,WHEAT,0.01,0.33,0.25,0.24,2765.00,0.00,0.00
1991,Uttara Kannada,SORGHUM ,0.23,3.83,2.89,4.08,2765.00,0.20,869.57
1991,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2765.00,0.00,0.00
1991,Uttara Kannada,MAIZE,0.12,3.99,3.02,2.84,2765.00,0.27,2250.00
1991,Uttara Kannada,FINGER MILLET,0.25,2.77,2.10,2.96,2765.00,0.18,720.00
1991,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2765.00,0.00,0.00
1991,Uttara Kannada,CHICKPEA,0.14,0.78,2.35,1.66,2765.00,0.07,500.00
1991,Uttara Kannada,PIGEON PEA,0.17,0.94,2.85,2.01,2765.00,0.08,470.59
1991,Uttara Kannada,MINOR PULSES,6.29,34.90,105.47,74.44,2765.00,1.61,255.96
1991,Uttara Kannada,GROUNDNUT,5.34,29.63,89.54,63.19,2765.00,8.28,1550.56
1991,Uttara Kannada,SESAMUM,0.04,0.28,0.84,1.78,2765.00,0.01,250.00
1991,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2765.00,0.00,0.00
1991,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2765.00,0.00,0.00
1991,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2765.00,0.00,0.00
1991,Uttara Kannada,LINSEED,0.04,0.67,0.34,0.47,2765.00,0.01,250.00
1991,Uttara Kannada,SUNFLOWER,0.03,0.50,0.75,0.53,2765.00,0.01,333.33
1991,Uttara Kannada,SOYABEAN,0.00,0.00,0.00,0.00,2765.00,0.00,0.00
1991,Uttara Kannada,OILSEEDS,5.47,30.35,91.72,64.73,2765.00,8.32,1521.02
1991,Uttara Kannada,SUGARCANE,2.04,127.34,95.78,265.56,2765.00,15.51,7602.94
1991,Uttara Kannada,COTTON,7.45,206.68,156.15,220.41,2765.00,0.63,84.56
1992,Uttara Kannada,RICE,90.79,2342.26,1358.69,1323.54,2869.00,162.74,1792.49
1992,Uttara Kannada,WHEAT,0.01,0.26,0.22,0.15,2869.00,0.00,0.00
1992,Uttara Kannada,SORGHUM ,0.35,4.51,3.93,3.83,2869.00,0.32,914.29
1992,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2869.00,0.00,0.00
1992,Uttara Kannada,MAIZE,0.26,6.71,5.84,3.79,2869.00,0.75,2884.62
1992,Uttara Kannada,FINGER MILLET,0.38,3.27,2.84,2.77,2869.00,0.38,1000.00
1992,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2869.00,0.00,0.00
1992,Uttara Kannada,CHICKPEA,0.21,0.90,3.14,1.53,2869.00,0.07,333.33
1992,Uttara Kannada,PIGEON PEA,0.17,0.73,2.54,1.24,2869.00,0.03,176.47
1992,Uttara Kannada,MINOR PULSES,7.53,32.38,112.69,54.89,2869.00,2.12,281.54
1992,Uttara Kannada,GROUNDNUT,6.27,26.96,93.83,45.70,2869.00,8.95,1427.43
1992,Uttara Kannada,SESAMUM,0.03,0.16,0.56,0.82,2869.00,0.01,333.33
1992,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2869.00,0.00,0.00
1992,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2869.00,0.00,0.00
1992,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2869.00,0.00,0.00
1992,Uttara Kannada,LINSEED,0.03,0.39,0.22,0.22,2869.00,0.01,333.33
1992,Uttara Kannada,SUNFLOWER,0.04,0.52,0.90,0.44,2869.00,0.02,500.00
1992,Uttara Kannada,SOYABEAN,0.02,0.09,0.30,0.15,2869.00,0.01,500.00
1992,Uttara Kannada,OILSEEDS,6.41,27.56,95.93,46.72,2869.00,9.01,1405.62
1992,Uttara Kannada,SUGARCANE,2.10,101.58,88.00,168.38,2869.00,12.99,6185.71
1992,Uttara Kannada,COTTON,7.29,156.73,136.37,132.84,2869.00,1.61,220.85
1993,Uttara Kannada,RICE,92.90,2446.92,980.43,561.85,2545.10,169.33,1822.71
1993,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2545.10,0.00,0.00
1993,Uttara Kannada,SORGHUM ,0.50,6.58,3.96,2.27,2545.10,0.58,1160.00
1993,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2545.10,0.00,0.00
1993,Uttara Kannada,MAIZE,0.05,1.32,0.79,0.30,2545.10,0.10,2000.00
1993,Uttara Kannada,FINGER MILLET,0.39,3.42,2.06,1.18,2545.10,0.40,1025.64
1993,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2545.10,0.00,0.00
1993,Uttara Kannada,CHICKPEA,0.09,0.40,0.95,0.27,2545.10,0.04,444.44
1993,Uttara Kannada,PIGEON PEA,0.14,0.61,1.48,0.42,2545.10,0.06,428.57
1993,Uttara Kannada,MINOR PULSES,6.87,30.16,72.50,20.77,2545.10,1.90,276.56
1993,Uttara Kannada,GROUNDNUT,5.81,25.51,61.32,17.57,2545.10,7.29,1254.73
1993,Uttara Kannada,SESAMUM,0.04,0.22,0.53,0.45,2545.10,0.01,250.00
1993,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2545.10,0.00,0.00
1993,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2545.10,0.00,0.00
1993,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2545.10,0.00,0.00
1993,Uttara Kannada,LINSEED,0.08,1.05,0.42,0.24,2545.10,0.02,250.00
1993,Uttara Kannada,SUNFLOWER,0.06,0.79,0.95,0.27,2545.10,0.02,333.33
1993,Uttara Kannada,SOYABEAN,0.01,0.04,0.11,0.03,2545.10,0.01,1000.00
1993,Uttara Kannada,OILSEEDS,6.01,26.38,63.43,18.17,2545.10,7.36,1224.63
1993,Uttara Kannada,SUGARCANE,2.00,98.77,59.10,66.53,2545.10,15.42,7710.00
1993,Uttara Kannada,COTTON,4.32,94.82,56.99,32.66,2545.10,0.82,189.81
1994,Uttara Kannada,RICE,87.72,2959.98,890.14,615.83,3093.70,169.60,1933.42
1994,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,3093.70,0.00,0.00
1994,Uttara Kannada,SORGHUM ,0.17,2.87,1.29,0.90,3093.70,0.13,764.71
1994,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,3093.70,0.00,0.00
1994,Uttara Kannada,MAIZE,0.10,3.37,1.52,0.70,3093.70,0.13,1300.00
1994,Uttara Kannada,FINGER MILLET,0.14,1.57,0.71,0.49,3093.70,0.17,1214.29
1994,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,3093.70,0.00,0.00
1994,Uttara Kannada,CHICKPEA,0.18,1.01,1.83,0.63,3093.70,0.09,500.00
1994,Uttara Kannada,PIGEON PEA,0.15,0.84,1.52,0.53,3093.70,0.06,400.00
1994,Uttara Kannada,MINOR PULSES,6.40,35.99,64.94,22.47,3093.70,1.47,229.69
1994,Uttara Kannada,GROUNDNUT,4.72,26.54,47.90,16.57,3093.70,6.63,1404.66
1994,Uttara Kannada,SESAMUM,0.02,0.14,0.25,0.26,3093.70,0.01,500.00
1994,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,3093.70,0.00,0.00
1994,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,3093.70,0.00,0.00
1994,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,3093.70,0.00,0.00
1994,Uttara Kannada,LINSEED,0.04,0.67,0.20,0.14,3093.70,0.01,250.00
1994,Uttara Kannada,SUNFLOWER,0.05,0.84,0.76,0.26,3093.70,0.01,200.00
1994,Uttara Kannada,SOYABEAN,0.01,0.06,0.10,0.04,3093.70,0.01,1000.00
1994,Uttara Kannada,OILSEEDS,4.84,27.22,49.11,16.99,3093.70,6.67,1378.10
1994,Uttara Kannada,SUGARCANE,1.85,117.05,52.56,71.43,3093.70,13.85,7486.49
1994,Uttara Kannada,COTTON,4.19,117.82,53.15,36.77,3093.70,0.43,102.63
1995,Uttara Kannada,RICE,87.67,3216.64,1758.10,1402.17,2485.00,160.97,1836.09
1995,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2485.00,0.00,0.00
1995,Uttara Kannada,SORGHUM ,0.26,4.77,3.91,3.12,2485.00,0.18,692.31
1995,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2485.00,0.00,0.00
1995,Uttara Kannada,MAIZE,0.02,0.73,0.60,0.32,2485.00,0.03,1500.00
1995,Uttara Kannada,FINGER MILLET,0.11,1.35,1.10,0.88,2485.00,0.14,1272.73
1995,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2485.00,0.00,0.00
1995,Uttara Kannada,CHICKPEA,0.10,0.61,2.01,0.80,2485.00,0.05,500.00
1995,Uttara Kannada,PIGEON PEA,0.15,0.92,3.01,1.20,2485.00,0.07,466.67
1995,Uttara Kannada,MINOR PULSES,5.55,33.94,111.30,44.38,2485.00,1.51,272.07
1995,Uttara Kannada,GROUNDNUT,4.30,26.29,86.23,34.39,2485.00,6.72,1562.79
1995,Uttara Kannada,SESAMUM,0.01,0.08,0.25,0.30,2485.00,0.00,0.00
1995,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2485.00,0.00,0.00
1995,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2485.00,0.00,0.00
1995,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2485.00,0.00,0.00
1995,Uttara Kannada,LINSEED,0.02,0.37,0.20,0.16,2485.00,0.01,500.00
1995,Uttara Kannada,SUNFLOWER,0.20,3.67,6.02,2.40,2485.00,0.07,350.00
1995,Uttara Kannada,SOYABEAN,0.02,0.12,0.40,0.16,2485.00,0.01,500.00
1995,Uttara Kannada,OILSEEDS,4.54,27.76,91.04,36.31,2485.00,6.81,1500.00
1995,Uttara Kannada,SUGARCANE,2.04,140.34,114.55,179.45,2485.00,18.79,9210.78
1995,Uttara Kannada,COTTON,4.20,128.42,105.28,83.97,2485.00,1.61,383.33
1996,Uttara Kannada,RICE,90.65,2412.83,635.37,729.75,2516.00,154.19,1700.94
1996,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2516.00,0.00,0.00
1996,Uttara Kannada,SORGHUM ,0.33,4.39,1.73,1.99,2516.00,0.31,939.39
1996,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2516.00,0.00,0.00
1996,Uttara Kannada,MAIZE,0.04,1.06,0.42,0.32,2516.00,0.08,2000.00
1996,Uttara Kannada,FINGER MILLET,0.14,1.24,0.49,0.56,2516.00,0.15,1071.43
1996,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2516.00,0.00,0.00
1996,Uttara Kannada,CHICKPEA,0.14,0.62,0.98,0.56,2516.00,0.08,571.43
1996,Uttara Kannada,PIGEON PEA,0.19,0.84,1.33,0.76,2516.00,0.10,526.32
1996,Uttara Kannada,MINOR PULSES,7.12,31.59,49.90,28.66,2516.00,2.33,327.25
1996,Uttara Kannada,GROUNDNUT,4.57,20.27,32.03,18.39,2516.00,6.73,1472.65
1996,Uttara Kannada,SESAMUM,0.01,0.06,0.09,0.15,2516.00,0.01,1000.00
1996,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2516.00,0.00,0.00
1996,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2516.00,0.00,0.00
1996,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2516.00,0.00,0.00
1996,Uttara Kannada,LINSEED,0.07,0.93,0.25,0.28,2516.00,0.02,285.71
1996,Uttara Kannada,SUNFLOWER,0.10,1.33,1.05,0.60,2516.00,0.03,300.00
1996,Uttara Kannada,SOYABEAN,0.01,0.04,0.07,0.04,2516.00,0.00,0.00
1996,Uttara Kannada,OILSEEDS,4.76,21.12,33.36,19.16,2516.00,6.79,1426.47
1996,Uttara Kannada,SUGARCANE,1.98,98.82,38.86,87.67,2516.00,9.79,4944.44
1996,Uttara Kannada,COTTON,6.17,136.86,54.06,62.09,2516.00,3.23,523.50
1997,Uttara Kannada,RICE,90.31,3514.18,1781.01,987.08,3195.00,137.89,1526.85
1997,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,3195.00,0.00,0.00
1997,Uttara Kannada,SORGHUM ,0.34,6.62,5.03,2.79,3195.00,0.35,1029.41
1997,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,3195.00,0.00,0.00
1997,Uttara Kannada,MAIZE,0.09,3.50,2.66,0.98,3195.00,0.18,2000.00
1997,Uttara Kannada,FINGER MILLET,0.10,1.30,0.99,0.55,3195.00,0.11,1100.00
1997,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,3195.00,0.00,0.00
1997,Uttara Kannada,CHICKPEA,0.18,1.17,3.55,0.98,3195.00,0.06,333.33
1997,Uttara Kannada,PIGEON PEA,0.22,1.43,4.34,1.20,3195.00,0.05,227.27
1997,Uttara Kannada,MINOR PULSES,8.56,55.52,168.81,46.78,3195.00,2.85,332.94
1997,Uttara Kannada,GROUNDNUT,4.16,26.98,82.04,22.73,3195.00,4.99,1199.52
1997,Uttara Kannada,SESAMUM,0.03,0.24,0.74,0.61,3195.00,0.01,333.33
1997,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,3195.00,0.00,0.00
1997,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,3195.00,0.00,0.00
1997,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,3195.00,0.00,0.00
1997,Uttara Kannada,LINSEED,0.06,1.17,0.59,0.33,3195.00,0.01,166.67
1997,Uttara Kannada,SUNFLOWER,0.07,1.36,2.07,0.57,3195.00,0.01,142.86
1997,Uttara Kannada,SOYABEAN,0.01,0.06,0.20,0.05,3195.00,0.01,1000.00
1997,Uttara Kannada,OILSEEDS,4.35,28.21,85.79,23.77,3195.00,5.03,1156.32
1997,Uttara Kannada,SUGARCANE,1.80,131.33,99.39,108.21,3195.00,9.94,5522.22
1997,Uttara Kannada,COTTON,6.32,204.94,155.80,86.35,3195.00,1.36,215.19
1998,Uttara Kannada,RICE,89.87,31393.29,6964.09,6388.24,2629.00,157.04,1747.41
1998,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,SORGHUM ,0.29,50.65,16.85,15.46,2629.00,0.25,862.07
1998,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,MAIZE,0.05,17.47,5.81,3.55,2629.00,0.09,1800.00
1998,Uttara Kannada,FINGER MILLET,0.11,12.81,4.26,3.91,2629.00,0.12,1090.91
1998,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,CHICKPEA,0.13,7.57,10.07,4.62,2629.00,0.07,538.46
1998,Uttara Kannada,PIGEON PEA,0.20,11.64,15.50,7.11,2629.00,0.10,500.00
1998,Uttara Kannada,MINOR PULSES,7.63,444.22,591.25,271.18,2629.00,3.18,416.78
1998,Uttara Kannada,GROUNDNUT,4.05,235.79,313.84,143.94,2629.00,7.12,1758.02
1998,Uttara Kannada,SESAMUM,0.01,0.73,0.97,1.33,2629.00,0.00,0.00
1998,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,LINSEED,0.05,8.73,1.94,1.78,2629.00,0.02,400.00
1998,Uttara Kannada,SUNFLOWER,0.09,15.72,10.46,4.80,2629.00,0.02,222.22
1998,Uttara Kannada,SOYABEAN,0.00,0.00,0.00,0.00,2629.00,0.00,0.00
1998,Uttara Kannada,OILSEEDS,4.20,244.52,325.46,149.27,2629.00,7.17,1707.14
1998,Uttara Kannada,SUGARCANE,1.78,1165.85,386.21,695.90,2629.00,19.73,11084.27
1998,Uttara Kannada,COTTON,6.29,1831.01,609.27,558.89,2629.00,2.52,400.64
1999,Uttara Kannada,RICE,88.73,32925.88,10008.71,7576.42,3117.00,148.60,1674.74
1999,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,SORGHUM ,0.21,38.96,17.77,13.45,3117.00,0.16,761.90
1999,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,MAIZE,0.09,33.40,15.23,7.68,3117.00,0.18,2000.00
1999,Uttara Kannada,FINGER MILLET,0.08,9.90,4.51,3.42,3117.00,0.05,625.00
1999,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,CHICKPEA,0.13,8.04,14.66,5.55,3117.00,0.07,538.46
1999,Uttara Kannada,PIGEON PEA,0.21,12.99,23.69,8.97,3117.00,0.12,571.43
1999,Uttara Kannada,MINOR PULSES,8.17,505.29,921.57,348.81,3117.00,2.47,302.33
1999,Uttara Kannada,GROUNDNUT,3.16,195.44,356.45,134.91,3117.00,5.36,1696.20
1999,Uttara Kannada,SESAMUM,0.01,0.77,1.41,1.60,3117.00,0.01,1000.00
1999,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,LINSEED,0.05,9.28,2.82,2.13,3117.00,0.02,400.00
1999,Uttara Kannada,SUNFLOWER,0.11,20.41,18.61,7.04,3117.00,0.03,272.73
1999,Uttara Kannada,SOYABEAN,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,OILSEEDS,0.00,0.00,0.00,0.00,3117.00,0.00,0.00
1999,Uttara Kannada,SUGARCANE,1.62,1127.15,511.66,760.80,3117.00,16.43,10141.98
1999,Uttara Kannada,COTTON,6.12,1892.51,862.92,653.21,3117.00,1.25,204.25
2000,Uttara Kannada,RICE,90.50,3876.32,2487.97,1884.14,2812.00,158.00,1745.86
2000,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,SORGHUM ,0.20,4.28,4.12,3.12,2812.00,0.18,900.00
2000,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,MAIZE,0.20,8.57,8.25,4.16,2812.00,1.00,5000.00
2000,Uttara Kannada,FINGER MILLET,0.10,1.43,1.37,1.04,2812.00,0.00,0.00
2000,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,CHICKPEA,0.10,0.71,2.75,1.04,2812.00,0.00,0.00
2000,Uttara Kannada,PIGEON PEA,0.10,0.71,2.75,1.04,2812.00,0.00,0.00
2000,Uttara Kannada,MINOR PULSES,4.90,34.98,134.71,51.01,2812.00,2.00,408.16
2000,Uttara Kannada,GROUNDNUT,3.70,26.41,101.72,38.52,2812.00,5.00,1351.35
2000,Uttara Kannada,SESAMUM,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,LINSEED,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,SUNFLOWER,0.10,2.14,4.12,1.56,2812.00,0.00,0.00
2000,Uttara Kannada,SOYABEAN,0.00,0.00,0.00,0.00,2812.00,0.00,0.00
2000,Uttara Kannada,OILSEEDS,3.70,26.41,101.72,38.52,2812.00,5.00,1351.35
2000,Uttara Kannada,SUGARCANE,1.40,112.43,107.77,160.31,2812.00,12.70,9071.43
2000,Uttara Kannada,COTTON,5.90,210.59,202.75,153.54,2812.00,2.04,345.76
2001,Uttara Kannada,RICE,85.01,3520.42,2414.56,1457.53,2112.00,94.52,1111.87
2001,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,SORGHUM ,0.11,2.28,2.34,1.41,2112.00,0.10,909.09
2001,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,MAIZE,0.06,2.48,2.56,1.03,2112.00,0.11,1833.33
2001,Uttara Kannada,FINGER MILLET,0.06,0.83,0.85,0.51,2112.00,0.07,1166.67
2001,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,CHICKPEA,0.02,0.14,0.57,0.17,2112.00,0.01,500.00
2001,Uttara Kannada,PIGEON PEA,0.14,0.97,3.98,1.20,2112.00,0.04,285.71
2001,Uttara Kannada,MINOR PULSES,2.14,14.77,60.78,18.35,2112.00,0.77,359.81
2001,Uttara Kannada,GROUNDNUT,2.61,18.01,74.13,22.37,2112.00,4.80,1839.08
2001,Uttara Kannada,SESAMUM,0.01,0.09,0.36,0.32,2112.00,0.00,0.00
2001,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,LINSEED,0.01,0.21,0.14,0.09,2112.00,0.00,0.00
2001,Uttara Kannada,SUNFLOWER,0.03,0.62,1.28,0.39,2112.00,0.02,666.67
2001,Uttara Kannada,SOYABEAN,0.00,0.00,0.00,0.00,2112.00,0.00,0.00
2001,Uttara Kannada,OILSEEDS,3.30,22.78,93.73,28.29,2112.00,5.19,1572.73
2001,Uttara Kannada,SUGARCANE,1.36,105.60,108.16,128.25,2112.00,10.97,8066.18
2001,Uttara Kannada,COTTON,5.79,199.81,205.57,124.09,2112.00,1.71,295.34
2002,Uttara Kannada,RICE,86.14,2867.35,1675.19,1415.69,2301.00,103.59,1202.58
2002,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,SORGHUM ,0.10,1.66,1.46,1.23,2301.00,0.05,500.00
2002,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,MAIZE,0.12,3.99,3.50,1.97,2301.00,0.18,1500.00
2002,Uttara Kannada,FINGER MILLET,0.05,0.55,0.49,0.41,2301.00,0.03,600.00
2002,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,CHICKPEA,0.01,0.06,0.19,0.08,2301.00,0.01,1000.00
2002,Uttara Kannada,PIGEON PEA,0.20,1.11,3.89,1.64,2301.00,0.09,450.00
2002,Uttara Kannada,MINOR PULSES,2.29,12.70,44.53,18.82,2301.00,0.37,161.57
2002,Uttara Kannada,GROUNDNUT,3.49,19.36,67.87,28.68,2301.00,5.47,1567.34
2002,Uttara Kannada,SESAMUM,0.01,0.07,0.24,0.31,2301.00,0.00,0.00
2002,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,LINSEED,0.02,0.33,0.19,0.16,2301.00,0.01,500.00
2002,Uttara Kannada,SUNFLOWER,0.02,0.33,0.58,0.25,2301.00,0.01,500.00
2002,Uttara Kannada,SOYABEAN,0.00,0.00,0.00,0.00,2301.00,0.00,0.00
2002,Uttara Kannada,OILSEEDS,3.53,19.58,68.65,29.01,2301.00,5.49,1555.24
2002,Uttara Kannada,SUGARCANE,1.03,64.29,56.09,93.10,2301.00,6.48,6291.26
2002,Uttara Kannada,COTTON,5.97,165.60,145.13,122.64,2301.00,1.41,236.18
2003,Uttara Kannada,RICE,83.57,3174.39,1917.94,1426.06,-1.00,137.73,1648.08
2003,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Uttara Kannada,SORGHUM ,0.11,2.09,1.89,1.41,-1.00,0.06,545.45
2003,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Uttara Kannada,MAIZE,0.71,26.97,24.44,12.12,-1.00,1.05,1478.87
2003,Uttara Kannada,FINGER MILLET,0.05,0.63,0.57,0.43,-1.00,0.05,1000.00
2003,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Uttara Kannada,CHICKPEA,0.01,0.06,0.23,0.09,-1.00,0.00,0.00
2003,Uttara Kannada,PIGEON PEA,0.14,0.89,3.21,1.19,-1.00,0.05,357.14
2003,Uttara Kannada,MINOR PULSES,2.03,12.85,46.59,17.32,-1.00,0.68,334.98
2003,Uttara Kannada,GROUNDNUT,3.64,23.04,83.54,31.06,-1.00,4.94,1357.14
2003,Uttara Kannada,SESAMUM,0.01,0.08,0.29,0.32,-1.00,0.00,0.00
2003,Uttara Kannada,RAPESEEN & MUSTARD,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Uttara Kannada,SAFFLOWER,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Uttara Kannada,CASTOR,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
2003,Uttara Kannada,LINSEED,0.01,0.19,0.11,0.09,-1.00,0.00,0.00
2003,Uttara Kannada,SUNFLOWER,0.03,0.57,1.03,0.38,-1.00,0.02,666.67
2003,Uttara Kannada,SOYABEAN,0.27,1.71,6.20,2.30,-1.00,0.12,444.44
2003,Uttara Kannada,OILSEEDS,3.68,23.30,84.46,31.40,-1.00,4.96,1347.83
2003,Uttara Kannada,SUGARCANE,0.89,63.39,57.19,83.53,-1.00,5.85,6573.03
2003,Uttara Kannada,COTTON,6.25,197.84,179.30,133.31,-1.00,2.47,395.20
2004,Uttara Kannada,RICE,82.20,3699.60,2666.91,2252.31,2536.00,150.98,1836.74
2004,Uttara Kannada,WHEAT,0.00,0.00,0.00,0.00,2536.00,0.00,0.00
2004,Uttara Kannada,SORGHUM ,0.29,6.53,7.06,5.96,2536.00,0.40,1379.31
2004,Uttara Kannada,PEARL MILLET,0.00,0.00,0.00,0.00,2536.00,0.00,0.00
2004,Uttara Kannada,MAIZE,1.13,50.86,54.99,30.96,2536.00,2.89,2557.52
2004,Uttara Kannada,FINGER MILLET,0.05,0.75,0.81,0.69,2536.00,0.05,1000.00
2004,Uttara Kannada,BARLEY,0.00,0.00,0.00,0.00,2536.00,0.00,0.00
